timestamp,driver_id,vehicle_id,brand,car_name,battery_capacity_kwh,max_range_km,vehicle_weight_kg,motor_power_kw,running_mode,trip_distance_km,trip_duration_hr,income_generated,avg_speed_kmph,max_speed_kmph,overspeed_events,hard_braking_events,rapid_acceleration_events,idle_time_minutes,weather_condition,traffic_density,ambient_temperature,soc_start_pct,soc_end_pct,battery_temperature,battery_cycles,battery_health_pct,energy_consumed_kwh,odometer_km,brake_wear_pct,suspension_health_pct,days_since_last_service,vehicle_condition,vehicle_active
1/1/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,56.88,0.83,1113.45,78,106,0,0,0,6,Clear,Medium,19,83,71,18,604,82.39,8.754,15926,10.67,93.65,61,1,1
1/1/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,17.52,1.01,298.67,38,86,0,1,1,33,Cloudy,High,17,59,55,18,604,82.39,2.725,15943.5,10.72,93.62,62,1,1
1/2/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,121.56,1.9,2035.39,67,118,1,0,0,5,Clear,Medium,10,76,51,19.2,604,82.39,19.082,16065.1,10.76,93.61,62,1,1
1/2/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,48.29,1.56,792.94,48,76,0,1,0,33,Rain,Low,19,83,73,18,604,82.39,7.041,16113.4,10.82,93.58,62,1,1
1/2/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,114.77,2.11,2011.8,58,105,0,1,0,8,Rain,Medium,11,70,49,18,604,82.39,15.897,16228.1,10.9,93.54,62,1,1
1/2/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,20.77,1.11,307,45,58,0,0,0,39,Clear,Medium,20,61,56,18,604,82.39,3.365,16248.9,10.91,93.54,62,1,1
1/2/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,51.09,1.72,799.15,42,53,0,2,0,30,Clear,High,17,54,43,18,604,82.39,8.277,16300,11.01,93.48,62,1,1
1/2/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,156.79,2.42,2940.96,68,104,0,2,0,7,Clear,Medium,21,64,32,31.9,605,82.39,24.13,16456.8,11.14,93.41,62,1,1
1/2/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,30.57,1.46,356.69,41,84,0,2,0,43,Clear,High,14,55,48,18,605,82.39,4.952,16487.4,11.23,93.36,62,1,1
1/2/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,62.81,2.02,670.57,41,96,0,1,1,29,Cloudy,Medium,24,78,65,19.2,605,82.39,9.768,16550.2,11.29,93.33,62,1,1
1/2/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,106.6,1.33,1910.55,83,113,1,0,0,3,Clear,Medium,19,72,50,22.7,605,82.39,16.734,16656.8,11.33,93.31,62,1,1
1/2/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,139.21,1.95,1531.45,74,102,0,0,3,4,Clear,Low,14,66,38,21.9,605,82.39,21.424,16796,11.38,93.3,62,1,1
1/2/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,76.42,1.18,1215.78,73,108,0,0,1,8,Clear,Low,15,72,56,18,605,82.38,11.761,16872.4,11.41,93.29,62,1,1
1/2/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,15.73,0.67,185.6,63,78,0,1,1,25,Clear,Low,17,47,43,18,605,82.38,2.548,16888.1,11.45,93.26,63,1,1
1/3/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,17.54,0.72,254.32,36,91,0,0,0,14,Cloudy,Low,19,49,45,18,605,82.38,2.728,16905.7,11.46,93.26,63,1,1
1/3/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,60.87,1.84,1045.72,39,76,0,0,1,17,Clear,Low,23,83,70,18,605,82.38,9.861,16966.5,11.48,93.25,63,1,1
1/3/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,20.2,0.81,267.03,46,70,1,1,1,22,Fog,High,17,64,60,18,605,82.38,2.904,16986.7,11.53,93.22,63,1,1
1/3/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,61.57,1.13,1119.5,58,108,1,1,0,4,Cloudy,Low,20,53,40,18.8,605,82.38,9.279,17048.3,11.59,93.19,63,1,1
1/3/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,62.28,1.11,1007.45,64,114,1,0,1,8,Cloudy,Medium,11,66,53,18,605,82.38,9.386,17110.6,11.61,93.18,63,1,1
1/3/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,36.29,1.43,639.92,37,77,0,2,0,27,Rain,Low,23,70,63,18,605,82.38,5.291,17146.9,11.7,93.13,63,1,1
1/3/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,104.29,1.3,2072.72,86,120,0,1,1,5,Fog,Low,28,51,32,24.6,605,82.38,13.964,17251.2,11.78,93.09,63,1,1
1/3/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,52.19,1.78,719.33,49,90,0,3,0,43,Rain,Medium,14,81,71,18,605,82.38,7.609,17303.4,11.92,93.01,63,1,1
1/3/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,72.46,1.24,1321.96,60,99,0,1,1,2,Clear,Medium,24,82,67,20.7,605,82.38,11.152,17375.8,11.98,92.98,63,1,1
1/3/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,123.99,1.66,1914.29,78,106,0,0,1,4,Clear,Low,26,51,26,26.7,606,82.38,19.082,17499.8,12.03,92.96,63,1,1
1/3/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,148.67,2.14,2538.65,74,113,0,0,1,8,Rain,Medium,12,81,54,22.1,606,82.38,20.592,17648.5,12.08,92.94,63,1,1
1/3/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,88.26,1.4,1558.55,68,119,1,0,1,6,Clear,Medium,15,70,52,19.5,606,82.38,13.855,17736.7,12.11,92.93,64,1,1
1/4/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,16,0.79,167.15,45,85,0,1,0,26,Rain,Low,12,63,59,18,606,82.38,2.333,17752.7,12.15,92.91,64,1,1
1/4/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,28.64,0.69,464,45,87,0,0,0,3,Rain,Medium,16,59,53,18,606,82.38,4.176,17781.4,12.16,92.9,64,1,1
1/4/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,152.56,2.28,1837.92,69,120,0,2,0,4,Rain,Low,16,88,60,22,606,82.38,21.131,17933.9,12.3,92.84,64,1,1
1/4/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,51.84,0.91,574.26,67,116,1,2,3,8,Clear,Medium,12,84,73,18,606,82.37,8.138,17985.8,12.4,92.78,64,1,1
1/4/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,8.91,0.86,100.45,37,84,0,2,0,37,Rain,High,24,61,59,18,606,82.37,1.299,17994.7,12.48,92.73,64,1,1
1/4/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,155.3,2.72,2448.07,59,108,0,1,0,5,Rain,Low,23,75,47,31.6,606,82.37,21.511,18150,12.57,92.68,64,1,1
1/4/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,169.74,2.34,2251.3,77,106,0,0,0,8,Fog,Medium,17,65,35,25.2,606,82.37,22.727,18319.7,12.63,92.66,64,1,1
1/4/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,100.61,1.39,1863.77,78,104,0,0,2,6,Fog,Medium,15,80,62,18,606,82.37,13.471,18420.3,12.67,92.65,64,1,0
1/4/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,58.15,1.11,686.72,56,104,0,0,1,4,Fog,Low,23,84,73,18,606,82.37,7.786,18478.5,12.69,92.64,64,1,1
1/4/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,64.18,0.95,1089.11,77,92,0,0,1,7,Rain,Low,20,55,43,18,606,82.37,8.89,18542.7,12.71,92.64,64,1,1
1/4/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,40.4,1.41,474.4,37,102,0,1,2,19,Cloudy,Medium,14,54,45,18,606,82.37,6.283,18583.1,12.76,92.61,64,1,1
1/4/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,122.14,1.9,2431.03,68,117,0,0,0,6,Rain,Medium,14,53,31,21.8,607,82.37,16.918,18705.2,12.81,92.59,65,1,1
1/5/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,34.53,1.34,567.61,43,95,0,0,1,32,Rain,Medium,16,70,63,18,607,82.37,5.034,18739.7,12.82,92.59,65,1,1
1/5/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,87.51,1.4,1609.29,68,92,0,1,1,7,Clear,Medium,19,59,41,18.8,607,82.37,13.468,18827.2,12.89,92.55,65,1,1
1/5/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,28.08,1.05,551.14,43,82,0,1,1,24,Clear,Medium,18,62,56,18,607,82.37,4.549,18855.3,12.94,92.52,65,1,1
1/5/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,33.95,1.24,435.84,44,75,0,0,0,28,Clear,Medium,16,64,56,18,607,82.37,5.5,18889.3,12.95,92.52,65,1,1
1/5/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,70.01,1.15,1107.8,68,104,0,1,0,7,Rain,Medium,17,65,52,18,607,82.37,9.697,18959.3,13.02,92.49,65,1,1
1/5/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,50.75,1.92,880.39,32,80,0,1,1,20,Fog,Medium,17,71,61,18,607,82.37,7.153,19010,13.07,92.46,65,1,1
1/5/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,62.29,1.49,647.45,58,70,0,2,0,25,Clear,Low,18,84,70,18,607,82.37,10.091,19072.3,13.18,92.4,65,1,1
1/5/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,23.79,1.01,399.6,47,107,0,2,2,30,Rain,Low,15,46,41,18,607,82.37,3.469,19096.1,13.26,92.35,65,1,0
1/5/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,38.8,1.24,565.23,43,65,0,1,1,20,Rain,High,11,87,79,18,607,82.37,5.657,19134.9,13.32,92.32,65,1,1
1/5/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,132.36,2.03,2425.05,68,109,0,1,0,5,Clear,Low,18,57,30,22.7,607,82.36,20.37,19267.3,13.4,92.28,65,1,1
1/5/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,12.54,0.62,206.82,44,88,0,1,0,20,Clear,Medium,19,48,45,18,607,82.36,2.031,19279.8,13.45,92.25,65,1,1
1/5/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,42.19,1.35,813.89,46,85,0,1,0,26,Cloudy,Medium,10,65,56,18,607,82.36,6.561,19322,13.5,92.22,65,1,1
1/6/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,50.16,1.08,553.86,55,84,0,2,0,10,Clear,High,25,84,73,18,607,82.36,8.126,19372.2,13.6,92.16,66,1,1
1/6/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,49.71,1.52,829.2,53,87,0,2,0,35,Rain,Medium,19,83,73,18,607,82.36,7.248,19421.9,13.7,92.11,66,1,1
1/6/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,26.16,0.77,469.42,47,89,0,2,0,13,Fog,High,19,68,63,18,607,82.36,3.687,19448,13.79,92.05,66,1,1
1/6/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,51.46,0.78,742.35,76,106,0,0,0,6,Rain,Medium,14,66,56,18,607,82.36,7.128,19499.5,13.81,92.05,66,1,1
1/6/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,11.47,0.75,190,58,80,0,0,0,33,Fog,Medium,18,64,61,18,607,82.36,1.617,19511,13.81,92.05,66,1,1
1/6/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,57.5,1.01,734.42,61,109,1,1,1,4,Fog,Medium,17,68,57,18,607,82.36,7.853,19568.5,13.87,92.01,66,1,1
1/6/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,37.85,1.7,561.38,31,91,2,3,1,29,Clear,High,21,72,63,18,607,82.36,6.377,19606.3,14,91.93,66,1,1
1/6/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,54.97,2.04,618.1,39,71,0,1,1,38,Rain,Low,13,60,49,18,607,82.36,8.015,19661.3,14.06,91.9,66,1,1
1/6/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,173.94,2.67,2654.52,68,105,1,0,1,7,Rain,Low,20,91,59,27.2,608,82.36,24.574,19835.2,14.12,91.88,66,1,1
1/6/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,35.47,1.14,387.31,42,92,0,0,3,18,Rain,Medium,17,69,62,18,608,82.36,5.172,19870.7,14.14,91.88,66,1,1
1/6/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,26.99,1.2,465.36,45,88,0,0,2,36,Cloudy,High,22,59,53,18,608,82.36,4.197,19897.7,14.14,91.87,66,1,1
1/6/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,32.13,1.55,539.96,31,85,1,2,1,31,Clear,Medium,27,61,54,18,608,82.36,5.309,19929.8,14.24,91.82,66,1,1
1/7/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,51.36,1.93,778.44,35,91,0,0,1,28,Cloudy,Medium,15,80,69,18,608,82.36,7.988,19981.2,14.25,91.81,67,1,1
1/7/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,85.7,1.42,1593.6,64,101,1,1,1,5,Clear,Low,12,71,53,18,608,82.36,13.453,20066.9,14.32,91.78,67,1,1
1/7/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,37.02,1.18,390,42,76,0,2,2,18,Fog,Medium,16,80,73,18,608,82.36,5.218,20103.9,14.42,91.72,67,1,1
1/7/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,39.94,1.49,656.16,45,66,0,1,1,36,Rain,High,24,78,70,18,608,82.36,5.823,20143.8,14.47,91.69,67,1,1
1/7/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,12.42,0.87,201.58,44,79,0,1,2,35,Fog,High,15,93,90,18,608,82.36,1.75,20156.3,14.52,91.67,67,1,1
1/7/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,30.77,1.29,432.6,36,87,0,0,1,26,Rain,Low,20,74,68,18,608,82.36,4.486,20187,14.53,91.66,67,1,1
1/7/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,43.71,1.44,679.45,44,87,0,1,2,27,Cloudy,Medium,13,90,81,18,608,82.36,6.798,20230.7,14.58,91.63,67,1,1
1/7/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,27.2,0.91,452.11,46,73,0,4,1,19,Rain,Medium,14,73,67,18,608,82.36,3.966,20257.9,14.75,91.53,67,1,1
1/7/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,46.13,1.58,666.93,42,74,0,1,1,29,Rain,High,18,74,65,18,608,82.35,6.726,20304.1,14.81,91.5,67,1,0
1/7/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,18.25,1.11,262.96,41,73,1,1,0,40,Rain,Medium,21,70,66,18,608,82.35,2.714,20322.3,14.85,91.47,67,1,1
1/7/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,170.05,2.71,2748.12,66,120,0,1,0,8,Fog,Medium,17,66,36,29.4,608,82.35,22.769,20492.4,14.95,91.43,67,1,1
1/7/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,24.9,1.07,398.66,39,92,0,0,2,26,Rain,Low,16,78,73,18,608,82.35,3.63,20517.3,14.96,91.43,67,1,1
1/8/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,58.19,1.4,794.01,48,82,1,0,1,11,Cloudy,Low,26,60,48,19.5,608,82.35,9.231,20575.5,14.98,91.42,68,1,1
1/8/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,58.48,1.34,1113.89,57,62,0,0,0,19,Clear,Medium,19,68,55,19.6,608,82.35,9.474,20633.9,15,91.41,68,1,1
1/8/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,42.98,1.18,769.27,52,77,0,0,1,21,Fog,Low,17,60,52,18,608,82.35,6.058,20676.9,15.02,91.41,68,1,1
1/8/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,147.75,2.37,2175.7,66,121,0,2,1,8,Cloudy,Low,22,77,48,26.4,608,82.35,21.829,20824.7,15.15,91.34,68,1,1
1/8/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,54.58,1.92,608.25,46,75,0,0,0,44,Clear,Medium,17,87,75,18,608,82.35,8.842,20879.2,15.17,91.33,68,1,1
1/8/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,54.36,1.07,794.52,58,115,0,0,1,8,Clear,Medium,20,52,41,18,608,82.35,8.366,20933.6,15.19,91.33,68,1,1
1/8/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,42.04,1.16,768.37,67,99,0,1,0,32,Rain,Low,15,74,66,18,609,82.35,6.129,20975.7,15.24,91.3,68,1,1
1/8/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,118.51,1.71,1832.38,77,103,0,1,0,10,Clear,Low,17,57,33,20,609,82.35,18.239,21094.2,15.32,91.26,68,1,1
1/8/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,83.46,1.47,1035.1,63,99,0,0,2,9,Clear,Medium,12,67,50,18.6,609,82.35,12.844,21177.6,15.35,91.25,68,1,1
1/8/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,55.26,1.73,895.59,47,88,0,1,0,33,Clear,Medium,23,73,61,18.7,609,82.35,8.952,21232.9,15.41,91.21,68,1,1
1/8/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,135.11,1.93,1516.28,73,125,0,0,1,5,Cloudy,Medium,23,56,30,30.1,609,82.35,19.962,21368,15.46,91.2,68,1,1
1/8/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,77.21,1.2,1271.99,68,111,0,0,0,4,Clear,Medium,19,69,53,21.2,609,82.34,11.883,21445.2,15.49,91.19,68,1,1
1/9/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,46.9,2.24,762.89,26,80,0,1,1,26,Fog,High,19,59,50,18,609,82.34,6.61,21492.1,15.54,91.16,69,1,1
1/9/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,26.91,1,525.67,46,72,0,3,3,25,Cloudy,High,15,71,65,18,609,82.34,4.185,21519,15.67,91.08,69,1,1
1/9/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,111.69,1.47,1631.59,87,103,1,0,1,11,Fog,Medium,20,73,53,21,609,82.34,15.254,21630.7,15.71,91.07,69,1,1
1/9/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,40.5,1.24,416.32,48,82,0,1,1,24,Clear,High,14,57,48,18,609,82.34,6.561,21671.2,15.77,91.04,69,1,1
1/9/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,9.15,0.49,107.16,41,89,0,0,0,16,Rain,Medium,12,92,90,18,609,82.34,1.334,21680.3,15.77,91.04,69,1,1
1/9/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,116.27,1.84,1647.33,67,99,0,1,1,6,Rain,Low,21,77,56,21.9,609,82.34,16.105,21796.6,15.85,91,69,1,1
1/9/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,16.66,0.76,209.38,35,71,0,1,0,17,Cloudy,Medium,17,62,58,18,609,82.34,2.591,21813.3,15.9,90.97,69,1,1
1/9/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,30.03,0.92,363.73,51,75,0,0,0,20,Clear,Low,22,67,60,18,609,82.34,4.865,21843.3,15.91,90.97,69,1,1
1/9/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,18.45,0.85,305.06,48,83,0,1,0,28,Fog,High,19,83,79,18,609,82.34,2.6,21861.8,15.95,90.94,69,1,1
1/9/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,148.48,2.32,2500.84,68,102,0,1,2,8,Clear,Medium,24,79,49,28.5,609,82.34,22.851,22010.2,16.04,90.9,69,1,0
1/9/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,43,1.73,597.29,32,88,0,0,0,23,Rain,Low,17,79,70,18,609,82.34,6.269,22053.2,16.06,90.89,69,1,1
1/9/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,35,1.11,693.95,39,74,0,2,0,13,Rain,Medium,14,67,60,18,609,82.34,5.103,22088.2,16.15,90.84,69,1,1
1/10/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,19.18,0.76,219.04,59,84,0,0,1,26,Clear,High,15,60,55,18,609,82.34,3.107,22107.4,16.16,90.83,70,1,1
1/10/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,25.09,1.31,426.49,39,98,0,1,0,40,Clear,Medium,22,73,67,18,610,82.34,4.065,22132.5,16.21,90.81,70,1,1
1/10/2024 4:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,63.23,1.09,1197.09,65,91,0,1,0,7,Clear,Medium,20,88,75,18,610,82.34,9.731,22195.7,16.27,90.77,70,1,1
1/10/2024 6:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,21.9,0.6,381.5,50,83,0,3,1,10,Clear,Medium,16,83,78,18,610,82.34,3.548,22217.6,16.4,90.7,70,1,1
1/10/2024 8:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,56.34,1.81,742.17,40,103,0,0,0,24,Clear,High,13,57,45,18,610,82.34,9.127,22274,16.42,90.69,70,1,1
1/10/2024 10:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,113.96,1.94,1287.95,63,102,1,1,0,8,Clear,Medium,20,84,60,24.8,610,82.34,17.889,22387.9,16.5,90.65,70,1,1
1/10/2024 12:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,51.99,1.51,639.79,49,83,0,1,0,27,Fog,High,21,71,61,18,610,82.34,7.327,22439.9,16.55,90.62,70,1,1
1/10/2024 14:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,131.86,1.6,2310.6,87,114,0,0,0,5,Fog,Medium,16,62,39,22.3,610,82.33,17.655,22571.8,16.6,90.6,70,1,1
1/10/2024 16:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,26.55,0.91,308.15,39,68,0,0,1,14,Clear,Medium,12,73,67,18,610,82.33,4.301,22598.3,16.61,90.6,70,1,1
1/10/2024 18:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,138.94,2.27,2361.21,63,114,0,1,1,4,Cloudy,Medium,16,80,53,22.9,610,82.33,20.528,22737.3,16.7,90.56,70,1,1
1/10/2024 20:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,1,120.87,1.79,1711.5,73,99,0,0,1,8,Rain,Low,27,76,54,25.2,610,82.33,16.742,22858.1,16.74,90.54,70,1,1
1/10/2024 22:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,33.42,1.16,483.84,38,71,0,1,0,17,Rain,Medium,20,66,59,18,610,82.33,4.873,22891.6,16.79,90.52,70,1,1
1/11/2024 0:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,15.9,0.85,212.68,46,70,0,1,1,30,Clear,Medium,16,48,44,18,610,82.33,2.576,22907.5,16.84,90.49,71,1,0
1/11/2024 2:00,D001,VH001,Volkswagen,ID.4,77,520,2100,150,0,9.11,0.68,108.13,51,79,0,0,0,30,Clear,Medium,12,80,78,18,610,82.33,1.476,22916.6,16.84,90.49,71,1,1
